item_group_key_strict,item_group_key_loose,item_name_suggested,brand_guess,consumable_type,hazard_tags,example_image_file,images_in_group_strict,images_in_group_loose,primary_area,process_tags,unit_type,on_hand_qty,reorder_point,storage_location,notes,amazon_search_url,amazon_url,amazon_asin,r2_object_key
sunnyclue stainless steel,sunnyclue stainless,SUNNYCLUE Stainless Steel Grooved Finger Ring Settings Assorted Wide Grooved Finger Ring Comfort Round Inlay Rings Ring Core Blank for Inlay Jewelry Making Man Women Adult DIY Craft,SUNNYCLUE,misc,,SUNNYCLUE Stainless Steel Grooved Finger Ring Settings Assorted Wide Grooved Finger Ring Comfort Round Inlay Rings Ring Core Blank for Inlay Jewelry Making Man Women Adult DIY Craft.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=SUNNYCLUE+Stainless+Steel+Grooved+Finger+Ring+Settings+Assorted+Wide+Grooved+Finger+Ring+Comfort+Round+Inlay+Rings+Ring+Core+Blank+for+Inlay+Jewelry+Making+Man+Women+Adult+DIY+Craft,,,Supplies/SUNNYCLUE Stainless Steel Grooved Finger Ring Settings Assorted Wide Grooved Finger Ring Comfort Round Inlay Rings Ring Core Blank for Inlay Jewelry Making Man Women Adult DIY Craft.jpg
swpeet300pcs5values swpeet values,swpeet300pcs5values swpeet,Swpeet300Pcs5Values Female Thread Knurled Nuts Brass,Swpeet300Pcs5Values,misc,,Swpeet300Pcs5ValuesFemaleThreadKnurledNutsBrass.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Swpeet300Pcs5Values+Female+Thread+Knurled+Nuts+Brass,,,Supplies/Swpeet300Pcs5ValuesFemaleThreadKnurledNutsBrass.jpg
tacool natural genuine,tacool natural,Tacool Natural Genuine Freshwater Cultured Pearl,Tacool,misc,,TacoolNaturalGenuineFreshwaterCulturedPearl.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Tacool+Natural+Genuine+Freshwater+Cultured+Pearl,,,Supplies/TacoolNaturalGenuineFreshwaterCulturedPearl.jpg
thermaltronics tmt tc,thermaltronics tmt,Thermaltronics TMT TC 2 Lead Free Tip Tinner (20g),Thermaltronics,misc,,Thermaltronics TMT-TC-2 Lead Free Tip Tinner (20g).jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Thermaltronics+TMT+TC+2+Lead+Free+Tip+Tinner+(20g),,,Supplies/Thermaltronics TMT-TC-2 Lead Free Tip Tinner (20g).jpg
tintnut flame htvburning,tintnut flame,Tintnut Flame HTVBurning Iron On Heat Transfer Vinyl,Tintnut,misc,,TintnutFlameHTVBurningIron-OnHeat-TransferVinyl.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Tintnut+Flame+HTVBurning+Iron+On+Heat+Transfer+Vinyl,,,Supplies/TintnutFlameHTVBurningIron-OnHeat-TransferVinyl.jpg
trixes100pcsbrooch trixes pcsbrooch,trixes100pcsbrooch trixes,TRIXES100PCSBrooch Fasteners,TRIXES100PCSBrooch,misc,,TRIXES100PCSBroochFasteners.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=TRIXES100PCSBrooch+Fasteners,,,Supplies/TRIXES100PCSBroochFasteners.jpg
tynulox6gauge tynulox gauge,tynulox6gauge tynulox,Tynulox6Gauge Pure Copper Flat Bar,Tynulox6Gauge,misc,,Tynulox6GaugePureCopperFlatBar.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Tynulox6Gauge+Pure+Copper+Flat+Bar,,,Supplies/Tynulox6GaugePureCopperFlatBar.jpg
ukraine5mixed ukraine mixed,ukraine5mixed ukraine,Ukraine5Mixed Coins,Ukraine5Mixed,misc,,Ukraine5MixedCoins.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Ukraine5Mixed+Coins,,,Supplies/Ukraine5MixedCoins.jpg
unicraftale16pcs unicraftale stainless,unicraftale16pcs unicraftale,UNICRAFTALE16pcs Stainless Steel Black Finger Ring,UNICRAFTALE16pcs,misc,,UNICRAFTALE16pcsStainlessSteelBlackFingerRing.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=UNICRAFTALE16pcs+Stainless+Steel+Black+Finger+Ring,,,Supplies/UNICRAFTALE16pcsStainlessSteelBlackFingerRing.jpg
unicraftale18pcs6colors unicraftale colors,unicraftale18pcs6colors unicraftale,UNICRAFTALE18pcs6Colors Blank Core Ring,UNICRAFTALE18pcs6Colors,misc,,UNICRAFTALE18pcs6ColorsBlankCoreRing.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=UNICRAFTALE18pcs6Colors+Blank+Core+Ring,,,Supplies/UNICRAFTALE18pcs6ColorsBlankCoreRing.jpg
unicraftale21pcs7size unicraftale blank,unicraftale21pcs7size unicraftale,UNICRAFTALE21pcs7Size Blank Core Ring,UNICRAFTALE21pcs7Size,misc,,UNICRAFTALE21pcs7SizeBlankCoreRing.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=UNICRAFTALE21pcs7Size+Blank+Core+Ring,,,Supplies/UNICRAFTALE21pcs7SizeBlankCoreRing.jpg
unicraftale24pcs6sizes unicraftale sizes,unicraftale24pcs6sizes unicraftale,UNICRAFTALE24pcs6Sizes Stainless Steel Core Finger Ring Settings,UNICRAFTALE24pcs6Sizes,misc,,UNICRAFTALE24pcs6SizesStainlessSteelCoreFingerRingSettings.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=UNICRAFTALE24pcs6Sizes+Stainless+Steel+Core+Finger+Ring+Settings,,,Supplies/UNICRAFTALE24pcs6SizesStainlessSteelCoreFingerRingSettings.jpg
usamily aluminum round,usamily aluminum,"USAMILY 1 Aluminum Round Rod, 6 inches in Length Solid Lathe Bar Stock",USAMILY,misc,,"USAMILY 1 Aluminum Round Rod, 6 inches in Length Solid Lathe Bar Stock.jpg",1,1,,,,,,,,"https://www.amazon.ca/s?k=USAMILY+1+Aluminum+Round+Rod,+6+inches+in+Length+Solid+Lathe+Bar+Stock",,,"Supplies/USAMILY 1 Aluminum Round Rod, 6 inches in Length Solid Lathe Bar Stock.jpg"
usamily brass solid,usamily brass,"USAMILY 1 inch (25mm) Brass Solid Round Rod Lathe Bar Stock, 6 inch(152.4mm) in Length",USAMILY,misc,,"USAMILY 1 inch (25mm) Brass Solid Round Rod Lathe Bar Stock, 6 inch(152.4mm) in Length.jpg",1,1,,,,,,,,"https://www.amazon.ca/s?k=USAMILY+1+inch+(25mm)+Brass+Solid+Round+Rod+Lathe+Bar+Stock,+6+inch(152.4mm)+in+Length",,,"Supplies/USAMILY 1 inch (25mm) Brass Solid Round Rod Lathe Bar Stock, 6 inch(152.4mm) in Length.jpg"
usamilypure copper sheet,usamilypure copper,USAMILYPure Copper Sheet Plate,USAMILYPure,misc,,USAMILYPureCopperSheetPlate.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=USAMILYPure+Copper+Sheet+Plate,,,Supplies/USAMILYPureCopperSheetPlate.jpg
usstove fbp efire,usstove fbp,USStove FBP6EFire Brick6Pack,USStove,misc,,USStoveFBP6EFireBrick6Pack.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=USStove+FBP6EFire+Brick6Pack,,,Supplies/USStoveFBP6EFireBrick6Pack.jpg
utopia home plastic,utopia home,Utopia Home Plastic Hangers,Utopia,misc,,UtopiaHomePlasticHangers.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Utopia+Home+Plastic+Hangers,,,Supplies/UtopiaHomePlasticHangers.jpg
vgseba12colors vgseba colors,vgseba12colors vgseba,VGSEBA12Colors Nails Decorative Flakes,VGSEBA12Colors,misc,,VGSEBA12ColorsNailsDecorativeFlakes.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=VGSEBA12Colors+Nails+Decorative+Flakes,,,Supplies/VGSEBA12ColorsNailsDecorativeFlakes.jpg
wellpick48pcsgemstone wellpick pcsgemstone,wellpick48pcsgemstone wellpick,WELLPICK48PCSGemstone Bottles Chips Crystalfor Witchcraft,WELLPICK48PCSGemstone,misc,,WELLPICK48PCSGemstoneBottlesChipsCrystalforWitchcraft.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=WELLPICK48PCSGemstone+Bottles+Chips+Crystalfor+Witchcraft,,,Supplies/WELLPICK48PCSGemstoneBottlesChipsCrystalforWitchcraft.jpg
werewolves550paracord werewolves paracord,werewolves550paracord werewolves,WEREWOLVES550Paracord,WEREWOLVES550Paracord,misc,,WEREWOLVES550Paracord.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=WEREWOLVES550Paracord,,,Supplies/WEREWOLVES550Paracord.jpg
white kraft butcher,white kraft,White Kraft Butcher Paper,White,misc,,WhiteKraftButcherPaper.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=White+Kraft+Butcher+Paper,,,Supplies/WhiteKraftButcherPaper.jpg
winsinn40mm winsinn fan,winsinn40mm winsinn,WINSINN40mm Fan24V,WINSINN40mm,misc,,WINSINN40mmFan24V.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=WINSINN40mm+Fan24V,,,Supplies/WINSINN40mmFan24V.jpg
yardley sandalwood perfumed,yardley sandalwood,Yardley Sandalwood Perfumed Talc250g,Yardley,misc,,YardleySandalwoodPerfumedTalc250g.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Yardley+Sandalwood+Perfumed+Talc250g,,,Supplies/YardleySandalwoodPerfumedTalc250g.jpg
yejjet solder wire,yejjet solder,YEJJET 5 Feet Silver Solder Wire 26 Gauge Extra Easy Silver Solder for Silver Jewelry Repair,YEJJET,misc,,YEJJET 5 Feet Silver Solder Wire 26 Gauge Extra Easy Silver Solder for Silver Jewelry Repair.jpg,2,2,,,,,,,,https://www.amazon.ca/s?k=YEJJET+5+Feet+Silver+Solder+Wire+26+Gauge+Extra+Easy+Silver+Solder+for+Silver+Jewelry+Repair,,,Supplies/YEJJET 5 Feet Silver Solder Wire 26 Gauge Extra Easy Silver Solder for Silver Jewelry Repair.jpg
tcl yrymhtclear vinyl,tcl yrymhtclear,YRYMHTClear Vinyl Transfer Paper,TCL,misc,,YRYMHTClearVinylTransferPaper.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=YRYMHTClear+Vinyl+Transfer+Paper,,,Supplies/YRYMHTClearVinylTransferPaper.jpg
yupik mediterranean coarse,yupik mediterranean,"Yupik Mediterranean Coarse Sea Salt, 1 Kilogram",Yupik,misc,,"Yupik Mediterranean Coarse Sea Salt, 1 Kilogram.jpg",1,1,,,,,,,,"https://www.amazon.ca/s?k=Yupik+Mediterranean+Coarse+Sea+Salt,+1+Kilogram",,,"Supplies/Yupik Mediterranean Coarse Sea Salt, 1 Kilogram.jpg"
zero water official,zero water,"Zero Water Official Replacement Filter 5 Stage 0 TDS Filter Replacement System IAPMO Certified to Reduce Lead, Chromium, and PFOA PFOS, 2 Pack",Zero,misc,,"ZeroWater Official Replacement Filter - 5-Stage 0 TDS Filter Replacement - System IAPMO Certified to Reduce Lead, Chromium, and PFOA PFOS, 2-Pack.jpg",1,1,,,,,,,,"https://www.amazon.ca/s?k=Zero+Water+Official+Replacement+Filter+5+Stage+0+TDS+Filter+Replacement+System+IAPMO+Certified+to+Reduce+Lead,+Chromium,+and+PFOA+PFOS,+2+Pack",,,"Supplies/ZeroWater Official Replacement Filter - 5-Stage 0 TDS Filter Replacement - System IAPMO Certified to Reduce Lead, Chromium, and PFOA PFOS, 2-Pack.jpg"
32sheets sheets holographic,32sheets sheets,32Sheets Holographic Sticker Paper,32Sheets,packaging,,32SheetsHolographicStickerPaper.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=32Sheets+Holographic+Sticker+Paper,,,Supplies/32SheetsHolographicStickerPaper.jpg
3bags bags wax,3bags bags,3Bags Wax Line Wax Wire Sprue,3Bags,packaging,,3BagsWaxLineWaxWireSprue.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=3Bags+Wax+Line+Wax+Wire+Sprue,,,Supplies/3BagsWaxLineWaxWireSprue.jpg
antique tibetan bronze,antique tibetan,Antique Tibetan Silver Bronze Spacer Beads Box Kit500pcs,Antique,packaging,,AntiqueTibetanSilverBronzeSpacerBeadsBoxKit500pcs.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Antique+Tibetan+Silver+Bronze+Spacer+Beads+Box+Kit500pcs,,,Supplies/AntiqueTibetanSilverBronzeSpacerBeadsBoxKit500pcs.jpg
armstrong feather treat,armstrong feather,"Armstrong Feather Treat All Season Wild Bird Food Blend, Wild Bird Seed Mix, 7KG (15lbs) Bag",Armstrong,packaging,,"Armstrong Feather Treat All Season Wild Bird Food Blend, Wild Bird Seed Mix, 7KG (15lbs) Bag.jpg",1,1,,,,,,,,"https://www.amazon.ca/s?k=Armstrong+Feather+Treat+All+Season+Wild+Bird+Food+Blend,+Wild+Bird+Seed+Mix,+7KG+(15lbs)+Bag",,,"Supplies/Armstrong Feather Treat All Season Wild Bird Food Blend, Wild Bird Seed Mix, 7KG (15lbs) Bag.jpg"
artistic wire gauge,artistic wire,"Artistic Wire 18 Gauge Tarnish Resistant Colored Copper Craft Jewelry Wrapping Wire, 49 ft, Tinned Copper Silver Color",Artistic,packaging,,"Artistic Wire 18 Gauge Tarnish Resistant Colored Copper Craft Jewelry Wrapping Wire, 49 ft, Tinned Copper Silver Color.jpg",3,3,,,,,,,,"https://www.amazon.ca/s?k=Artistic+Wire+18+Gauge+Tarnish+Resistant+Colored+Copper+Craft+Jewelry+Wrapping+Wire,+49+ft,+Tinned+Copper+Silver+Color",,,"Supplies/Artistic Wire 18 Gauge Tarnish Resistant Colored Copper Craft Jewelry Wrapping Wire, 49 ft, Tinned Copper Silver Color.jpg"
bestinself locking nylon,bestinself locking,BESTINSelf Locking Black Nylon Tie Wraps,BESTINSelf,packaging,,BESTINSelf-LockingBlackNylonTieWraps.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=BESTINSelf+Locking+Black+Nylon+Tie+Wraps,,,Supplies/BESTINSelf-LockingBlackNylonTieWraps.jpg
craftsmangeneral purpose dust,craftsmangeneral purpose,CRAFTSMANGeneral Purpose Dust Collection Bags,CRAFTSMANGeneral,packaging,,CRAFTSMANGeneralPurposeDustCollectionBags.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=CRAFTSMANGeneral+Purpose+Dust+Collection+Bags,,,Supplies/CRAFTSMANGeneralPurposeDustCollectionBags.jpg
glad food storageand,glad food,Glad Food Storageand Freezer2in1Zipper Bags Gallon 108count,Glad,packaging,,GladFoodStorageandFreezer2in1ZipperBags-Gallon-108count.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Glad+Food+Storageand+Freezer2in1Zipper+Bags+Gallon+108count,,,Supplies/GladFoodStorageandFreezer2in1ZipperBags-Gallon-108count.jpg
jmeowiochristmas nail art,jmeowiochristmas nail,JMEOWIOChristmas Nail Art Stickers3D,JMEOWIOChristmas,packaging,,JMEOWIOChristmasNailArtStickers3D.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=JMEOWIOChristmas+Nail+Art+Stickers3D,,,Supplies/JMEOWIOChristmasNailArtStickers3D.jpg
printable sticker labels,printable sticker,Printable White Sticker Labels,Printable,packaging,,PrintableWhiteStickerLabels.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Printable+White+Sticker+Labels,,,Supplies/PrintableWhiteStickerLabels.jpg
100 sheets dtf,100 sheets,"100 Sheets DTF Transfer Film Paper A3 Double Sided Thick Clear Pretreat Sheets, PET Heat Transfer Paper for Epson Inkjet Printer DTG Printer Direct Print On T Shirts Textile",100,paint/ink/powder,chemical,"100 Sheets DTF Transfer Film Paper A3 Double Sided Thick Clear Pretreat Sheets, PET Heat Transfer Paper for Epson Inkjet Printer DTG Printer Direct Print On T Shirts Textile.jpg",1,1,,,,,,,,"https://www.amazon.ca/s?k=100+Sheets+DTF+Transfer+Film+Paper+A3+Double+Sided+Thick+Clear+Pretreat+Sheets,+PET+Heat+Transfer+Paper+for+Epson+Inkjet+Printer+DTG+Printer+Direct+Print+On+T+Shirts+Textile",,,"Supplies/100 Sheets DTF Transfer Film Paper A3 Double Sided Thick Clear Pretreat Sheets, PET Heat Transfer Paper for Epson Inkjet Printer DTG Printer Direct Print On T Shirts Textile.jpg"
5pcslarge pcslarge powder,5pcslarge pcslarge,5PCSLarge Powder Puff,5PCSLarge,paint/ink/powder,dust,5PCSLargePowderPuff.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=5PCSLarge+Powder+Puff,,,Supplies/5PCSLargePowderPuff.jpg
crocon1lbpink crocon lbpink,crocon1lbpink crocon,Crocon1LBPink Agate Rough Stonesand Crystals Bulk,Crocon1LBPink,paint/ink/powder,chemical,Crocon1LBPinkAgateRoughStonesandCrystalsBulk.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Crocon1LBPink+Agate+Rough+Stonesand+Crystals+Bulk,,,Supplies/Crocon1LBPinkAgateRoughStonesandCrystalsBulk.jpg
florona baby powder,florona baby,Florona Baby Powder Premium Quality Fragrance Oil,Florona,paint/ink/powder,dust,FloronaBabyPowderPremiumQualityFragranceOil.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Florona+Baby+Powder+Premium+Quality+Fragrance+Oil,,,Supplies/FloronaBabyPowderPremiumQualityFragranceOil.jpg
glowin dark uvreactive,glowin dark,Glowin The Dark UVReactive Powder,Glowin,paint/ink/powder,dust,GlowinTheDarkUVReactivePowder.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Glowin+The+Dark+UVReactive+Powder,,,Supplies/GlowinTheDarkUVReactivePowder.jpg
hiipoo580mlsublimation hiipoo mlsublimation,hiipoo580mlsublimation hiipoo,Hiipoo580MLSublimation Ink,Hiipoo580MLSublimation,paint/ink/powder,chemical,Hiipoo580MLSublimationInk.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Hiipoo580MLSublimation+Ink,,,Supplies/Hiipoo580MLSublimationInk.jpg
infusible transfer ink,infusible transfer,Infusible Transfer Ink Sheets Pumping Ink,Infusible,paint/ink/powder,chemical,InfusibleTransferInkSheetsPumpingInk.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Infusible+Transfer+Ink+Sheets+Pumping+Ink,,,Supplies/InfusibleTransferInkSheetsPumpingInk.jpg
inka05847inka inka inka,inka05847inka inka,Inka05847Inka Stamping Tool Colouring Embossing Magic,Inka05847Inka,paint/ink/powder,chemical,Inka05847InkaStampingToolColouringEmbossingMagic.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Inka05847Inka+Stamping+Tool+Colouring+Embossing+Magic,,,Supplies/Inka05847InkaStampingToolColouringEmbossingMagic.jpg
prowee3 prowee painters,prowee3 prowee,PROWEE3 Pack Painters Plastic Drop Cloths,PROWEE3,paint/ink/powder,chemical,PROWEE3-PackPaintersPlasticDropCloths.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=PROWEE3+Pack+Painters+Plastic+Drop+Cloths,,,Supplies/PROWEE3-PackPaintersPlasticDropCloths.jpg
rowphya infusible ink,rowphya infusible,Rowphya Infusible Ink Transfer Sheet,Rowphya,paint/ink/powder,chemical,RowphyaInfusibleInkTransferSheet.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Rowphya+Infusible+Ink+Transfer+Sheet,,,Supplies/RowphyaInfusibleInkTransferSheet.jpg
umcubeacrylic paint pen,umcubeacrylic paint,UMCUBEAcrylic Paint Pen Gold Silver Metallic Permanent Acrylic Markers,UMCUBEAcrylic,paint/ink/powder,chemical,UMCUBEAcrylicPaintPenGoldSilverMetallicPermanentAcrylicMarkers.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=UMCUBEAcrylic+Paint+Pen+Gold+Silver+Metallic+Permanent+Acrylic+Markers,,,Supplies/UMCUBEAcrylicPaintPenGoldSilverMetallicPermanentAcrylicMarkers.jpg
waterclor infusible transfer,waterclor infusible,Waterclor Infusible Transfer Ink Sheets Pre Inked,Waterclor,paint/ink/powder,chemical,WaterclorInfusibleTransferInkSheetsPreInked.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Waterclor+Infusible+Transfer+Ink+Sheets+Pre+Inked,,,Supplies/WaterclorInfusibleTransferInkSheetsPreInked.jpg
wow embossing powder,wow embossing,Wow Embossing Powder Pen Clear,Wow,paint/ink/powder,dust,WowEmbossingPowderPenClear.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Wow+Embossing+Powder+Pen+Clear,,,Supplies/WowEmbossingPowderPenClear.jpg
102pcsdried pcsdried flowersfor,102pcsdried pcsdried,102PCSDried Flowersfor Resin Molds,102PCSDried,resin,chemical,102PCSDriedFlowersforResinMolds.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=102PCSDried+Flowersfor+Resin+Molds,,,Supplies/102PCSDriedFlowersforResinMolds.jpg
10x12 x silicone,10x12 x,10x12 Inch Silicone Heat Press Mat Pad 0.3 Inch Thickest Sublimation Silicone Mat for Heat Press Machine Flat Heat Transfer Press Replacement Pad,10x12,resin,,10x12 Inch Silicone Heat Press Mat Pad 0.3 Inch Thickest Sublimation Silicone Mat for Heat Press Machine Flat Heat Transfer Press Replacement Pad.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=10x12+Inch+Silicone+Heat+Press+Mat+Pad+0.3+Inch+Thickest+Sublimation+Silicone+Mat+for+Heat+Press+Machine+Flat+Heat+Transfer+Press+Replacement+Pad,,,Supplies/10x12 Inch Silicone Heat Press Mat Pad 0.3 Inch Thickest Sublimation Silicone Mat for Heat Press Machine Flat Heat Transfer Press Replacement Pad.jpg
2pairs pairs epoxy,2pairs pairs,2Pairs Epoxy Gloves Silicone Glovesfor Resin,2Pairs,resin,chemical,2PairsEpoxyGlovesSiliconeGlovesforResin.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=2Pairs+Epoxy+Gloves+Silicone+Glovesfor+Resin,,,Supplies/2PairsEpoxyGlovesSiliconeGlovesforResin.jpg
2pcsset pcsset notebook,2pcsset pcsset,2pcsset A5A7Notebook Shape Art Decortive Silicone Molds,2pcsset,resin,,2pcssetA5A7NotebookShapeArtDecortiveSiliconeMolds.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=2pcsset+A5A7Notebook+Shape+Art+Decortive+Silicone+Molds,,,Supplies/2pcssetA5A7NotebookShapeArtDecortiveSiliconeMolds.jpg
2pieces dragon silicone,2pieces dragon,2Pieces Dragon Silicone Mold,2Pieces,resin,,2PiecesDragonSiliconeMold.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=2Pieces+Dragon+Silicone+Mold,,,Supplies/2PiecesDragonSiliconeMold.jpg
30pcs colors round,30pcs colors,30pcs 6 Colors Round Open Bezel Pendants Alloy Bezel Charms Resin Molds Open Back Frame Pendants for Pressed Flower Frame Hollow Trays Jewelry Earrings Necklace Making Findings,30pcs,resin,chemical,30pcs 6 Colors Round Open Bezel Pendants Alloy Bezel Charms Resin Molds Open Back Frame Pendants for Pressed Flower Frame Hollow Trays Jewelry Earrings Necklace Making Findings.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=30pcs+6+Colors+Round+Open+Bezel+Pendants+Alloy+Bezel+Charms+Resin+Molds+Open+Back+Frame+Pendants+for+Pressed+Flower+Frame+Hollow+Trays+Jewelry+Earrings+Necklace+Making+Findings,,,Supplies/30pcs 6 Colors Round Open Bezel Pendants Alloy Bezel Charms Resin Molds Open Back Frame Pendants for Pressed Flower Frame Hollow Trays Jewelry Earrings Necklace Making Findings.jpg
3packs packs domino,3packs packs,3Packs Domino Moldsand Dominoes Box Molds,3Packs,resin,,3PacksDominoMoldsandDominoesBoxMolds.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=3Packs+Domino+Moldsand+Dominoes+Box+Molds,,,Supplies/3PacksDominoMoldsandDominoesBoxMolds.jpg
3pcs jewelry silicone,3pcs jewelry,3Pcs Jewelry Silicone Resin Tray Molds,3Pcs,resin,chemical,3PcsJewelrySiliconeResinTrayMolds.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=3Pcs+Jewelry+Silicone+Resin+Tray+Molds,,,Supplies/3PcsJewelrySiliconeResinTrayMolds.jpg
5pack fondant silicone,5pack fondant,5Pack Fondant Silicone Molds Set,5Pack,resin,,5PackFondantSiliconeMoldsSet.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=5Pack+Fondant+Silicone+Molds+Set,,,Supplies/5PackFondantSiliconeMoldsSet.jpg
5pcssilicone pcssilicone flower,5pcssilicone pcssilicone,5PCSSilicone Flower Molds,5PCSSilicone,resin,,5PCSSiliconeFlowerMolds.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=5PCSSilicone+Flower+Molds,,,Supplies/5PCSSiliconeFlowerMolds.jpg
6pack light switch,6pack light,6Pack Light Switch Cover Resin Molds,6Pack,resin,chemical,6PackLightSwitchCoverResinMolds.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=6Pack+Light+Switch+Cover+Resin+Molds,,,Supplies/6PackLightSwitchCoverResinMolds.jpg
6pcs light switch,6pcs light,6Pcs Light Switch Cover Resin Molds Silicone,6Pcs,resin,chemical,6PcsLightSwitchCoverResinMoldsSilicone.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=6Pcs+Light+Switch+Cover+Resin+Molds+Silicone,,,Supplies/6PcsLightSwitchCoverResinMoldsSilicone.jpg
afunta3dsphere afunta dsphere,afunta3dsphere afunta,AFUNTA3DSphere Silicone Resin Mold,AFUNTA3DSphere,resin,chemical,AFUNTA3DSphereSiliconeResinMold.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=AFUNTA3DSphere+Silicone+Resin+Mold,,,Supplies/AFUNTA3DSphereSiliconeResinMold.jpg
alcohol inkfor epoxy,alcohol inkfor,Alcohol Inkfor Epoxy Resin LETSRESIN,Alcohol,resin,chemical,AlcoholInkforEpoxyResinLETSRESIN.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Alcohol+Inkfor+Epoxy+Resin+LETSRESIN,,,Supplies/AlcoholInkforEpoxyResinLETSRESIN.jpg
amerex b abcdry,amerex b,Amerex B5005lb ABCDry Chemical Class ABCFire Extinguisher,Amerex,resin,dust,AmerexB5005lbABCDryChemicalClassABCFireExtinguisher.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Amerex+B5005lb+ABCDry+Chemical+Class+ABCFire+Extinguisher,,,Supplies/AmerexB5005lbABCDryChemicalClassABCFireExtinguisher.jpg
augshy8pack augshy resin,augshy8pack augshy,Augshy8Pack Resin Castin Molds,Augshy8Pack,resin,chemical,Augshy8PackResinCastinMolds.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Augshy8Pack+Resin+Castin+Molds,,,Supplies/Augshy8PackResinCastinMolds.jpg
bbdinosuper elastic silicone,bbdinosuper elastic,BBDINOSuper Elastic Silicone Mold Making Kit,BBDINOSuper,resin,,BBDINOSuperElasticSiliconeMoldMakingKit.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=BBDINOSuper+Elastic+Silicone+Mold+Making+Kit,,,Supplies/BBDINOSuperElasticSiliconeMoldMakingKit.jpg
cayway vase resin,cayway vase,Cayway Vase Resin Moulds Silicone Set,Cayway,resin,chemical,CaywayVaseResinMouldsSiliconeSet.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Cayway+Vase+Resin+Moulds+Silicone+Set,,,Supplies/CaywayVaseResinMouldsSiliconeSet.jpg
cayway30pcssilicone cayway pcssilicone,cayway30pcssilicone cayway,Cayway30PCSSilicone Resin Mould Flower Pot Set,Cayway30PCSSilicone,resin,chemical,Cayway30PCSSiliconeResinMouldFlowerPotSet.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Cayway30PCSSilicone+Resin+Mould+Flower+Pot+Set,,,Supplies/Cayway30PCSSiliconeResinMouldFlowerPotSet.jpg
